nombre-activo,nombre-marca,presentacion,registro-sanitario
FLUCONAZOL,FLUVAL,150 mg CAPSULAS,E.F.29.105
FLUCONAZOL,MICOFLUX,150 mg CAPSULAS,E.F.28.068
FLUCONAZOL,ALBESIN,150 mg TABLETAS,E.F.27.435
FLUCONAZOL,FLUCON,150 mg CAPSULAS,E.F.27.243
FLUCONAZOL,DIFLUCAN,50 mg / 5 mL POLVO PARA SUSPENSION ORAL,E.F.27.038
FLUCONAZOL,DIFLUCAN,150 mg CAPSULAS,E.F.26.566
FLUCONAZOL,DIFLUCAN,2 mg SOLUCION INYECTABLE,E.F.26.089
FLUCONAZOL,DIFLUCAN,200 mg CAPSULAS,E.F.26.088
FLUDARABINA,FLUDARABINA FOSFATO,50 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE,E.F.G.37.936
FLUDARABINA,FORCLINA,50 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.076
FLUDARABINA,LUDABINA,50 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.38.874
FLUDARABINA,FLUDARA,10 mg COMPRIMIDOS RECUBIERTOS,E.F.33.965
FLUMAZENIL,FLUMAZENIL,0.5 mg / 5 ml SOLUCION INYECTABLE INTRAVENOSA,E.F.G.40.969
FLUMAZENIL,FLUMAZENIL,0.5 mg / 5 mL SOLUCION INYECTABLE INTRAVENOSA,E.F.G.37.889
FLUMAZENIL,FLUMAZENIL,1 mg / 10 mL SOLUCIÓN INYECTABLE INTRAVENOSA.,E.F.G.37.765
FLUMAZENIL,FLUMAZEPIN,0.1 mg / ml SOLUCION INYECTABLE,E.F.38.420
FLUMAZENIL,FLUMIL,0.5 mg / 5 ml SOLUCION INTRAVENOSA,E.F.32.588
FLUMAZENIL,LANEXAT,0.5 mg/5 ml SOLUCION INYECTABLE,E.F.25.421
FLUMETASONA-IODOCLOROHIDROXIQUIN,LOCORTEN-VIOFORMO,0.2 mg - 10 mg/ml SOLUCION GOTAS PARA USO OTICO,E.F.15.219
FLUNARIZINA,FLUNARIZINA,10 MG TABLETAS,E.F.G.36.659
FLUNARIZINA,FLUNACIN,5 mg COMPRIMIDOS,E.F.35.589
FLUNARIZINA,FLUNACIN,10 mg COMPRIMIDOS,E.F.35.588
FLUNARIZINA,MIBELLIUM,10 mg COMPRIMIDO RECUBIERTO,E.F.33.823
FLUNARIZINA,FLUDIL,10 mg COMPRIMIDOS,E.F.28.326
FLUOCINOLONA ACETONIDA-HIDROQUINONA-TRETINOINA,TRI-LUMA,CREMA,E.F.33.608
FLUOROMETOLONA,FLUMETOL NF,1 mg/ml SUSPENSION OFTALMICA,E.F.31.917
FLUOROMETOLONA,AFLAREX,0.1 % SUSPENSION OFTALMICA,E.F.25.882
FLUOROURACILO,FLUOROURACILO,50 mg / mL SOLUCION INYECTABLE PARA INFUSION,E.F.G.41.342
FLUOROURACILO,FLUOROURACILO,500 mg SOLUCION INYECTABLE,E.F.G.40.402
FLUOROURACILO,FLUOROURACILO,500 mg / 10 ml SOLUCION PARA INFUSION I.V.,E.F.G.40.309
FLUOROURACILO,FLUOROURACILO,1 g/ 20 ml SOLUCIÓN INYECTABLE INTRAVENOSA,E.F.G.37.785
FLUOROURACILO,FLUOROURACILO,25 mg/mL SOLUCIÓN INYECTABLE INFUSIÓN INTRAVENOSA,E.F.G.37.003
NOVARTIS DE VENEZUELA S.A.,FLUOROURACILO,,E.F.G.31.653.5-FLUOROURACILO 50 mg / mL SOLUCION INYECTABLE PARA INFUSION I.V.
FLUOROURACILO,FLUOTALCILO,50 mg / ml SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.38.715
FLUOROURACILO,FLUOROURACILO,500 mg/ 10 mL SOLUCIÓN INYECTABLE INTRAVENOSA,E.F.37.739
FLUOXETINA,FLUOXETINA,20 mg TABLETAS,E.F.G.38.918
FLUOXETINA,FLUOXETINA,20 mg CAPSULAS,E.F.G.34.319
FLUOXETINA,FLUOXETINA,20 mg COMPRIMIDOS,E.F.G.33.403
FLUOXETINA,FLURAN,200 mg CAPSULAS,E.F.G.33.068
FLUOXETINA,FLUOXETINA,20 mg CAPSULAS,E.F.G.31.214
FLUOXETINA,FLUOXETINA,20 mg CAPSULAS,E.F.G.28.981
FLUOXETINA,FLUOXETINA,20 mg CÀPSULAS,E.F.G.28.948
FLUOXETINA,XOFLUKARE,20 mg CAPSULAS,E.F.40.049
FLUOXETINA,NUZAC,20 mg CAPSULAS,E.F.37.881
FLUOXETINA,ANTIPRES,20 mg COMPRIMIDOS,E.F.30.282
FLUOXETINA,ANOXEN,20 mg COMPRIMIDOS,E.F.27.122
FLUOXETINA,PROZAC,20 mg CAPSULAS,E.F.25.600
FLURAZEPAM,FLURALEMA,30 mg CAPSULAS,E.F.17.597
FLUTAMIDA,CYTOMID,250 mg TABLETAS,E.F.34.783
FLUTAMIDA,FLUTAPLEX,250 mg TABLETAS,E.F.30.490
FLUTAMIDA,ETACONIL,250 mg/ COMPRIMIDOS,E.F.29.213
FLUTICASONA,ISTEMA,50 mcg / DOSIS SUSPENSION PARA INHALACION NASAL,E.F.41.304
FLUTICASONA,FLUTIBLOCK,50 mcg/DOSIS SUSPENSION PARA INHALACION NASAL,E.F.40.949
FLUTICASONA,AVAMYS,27.5 mcg/DOSIS SUSPENSION ATOMIZADOR NASAL,E.F.40.892
FLUTICASONA,FLINAS,0.05 % SUSPENSION NASAL PARA NEBULIZAR,E.F.35.680
FLUTICASONA,CUTIVATE,0.05 % CREMA,E.F.29.246
FLUTICASONA,FLIXOTIDE,250 mcg /DOSIS SUSPENSION PARA INHALACION ORAL,E.F.28.252
FLUTICASONA,FLIXONASE,50 mcg/DOSIS SUPENSION ACUOSA NASAL,E.F.26.708
FLUTICASONA FUROATO-VILANTEROL TRIFENATATO,RELVAR ELLIPTA,100 mcg - 25 mcg/ DOSIS POLVO PARA INHALACION ORAL,E.F.41.541
FLUTICASONA FUROATO-VILANTEROL TRIFENATATO,RELVAR ELLIPTA,200 mcg - 25 mcg / DOSIS POLVO PARA INHALACION ORAL,E.F.41.540
FLUTICASONA PROPIONATO,FLUTICASONA,50 mcg SUSPENSION PARA INHALACION,E.F.G.39.235
FLUTICASONA PROPIONATO,FLUTICASONA,125 mcg/DOSIS SUSPENSION PARA INHALACION ORAL,E.F.G.38.924
FLUTICASONA PROPIONATO,PROPIONATO DE FLUTICASONA,125 mcg SUSPENSION PARA INHALACION,E.F.G.33.480
FLUTICASONA PROPIONATO,SABAVENT,250 mcg/DOSIS SUSPENSIÓN PARA INHALACIÓN ORAL,E.F.41.511
FLUTICASONA PROPIONATO,SABAVENT,50 mcg/DOSIS SUSPENSIÓN PARA INHALACIÓN ORAL,E.F.41.510
FLUTICASONA PROPIONATO,FLUSODERMA,0.05 % CREMA DERMICA,E.F.37.224
FLUTICASONA PROPIONATO,FLUIFORT,50 mcg/DOSIS SUSPENSION PARA NEBULIZACION NASAL,E.F.36.514
FLUTICASONA PROPIONATO,FLIXOTIDE,50 mcg SUSPENSION PARA INHALACION ORAL,E.F.28.255
FLUTICASONA-SALMETEROL,FLUTICONASONA PROPIANATO-SALMETEROL,125 mg - 25 mcg / DOSIS SUSPENSION,E.F.G.38.865
FLUTICASONA-SALMETEROL,FLUTICASONA PROPIONATO/SALMETEROL,250 - 25 mcg/DOSIS SUSPENSIÓN PARA INHALACION,E.F.G.38.644
FLUTICASONA-SALMETEROL,FLUTICASONA PROPIONATO/SALMETEROL,50 - 25 mcg/dosis SUSPENSION,E.F.G.38.289
FLUTICASONA-SALMETEROL,EFICAERO,250 mcg / 25 mcg DOSIS SUSPENSION PARA INHALACION ORAL,E.F.41.731
FLUTICASONA-SALMETEROL,EFICAERO,50 mcg - 25 mcg /DOSIS SUSPENSION PARA INHALACION ORAL,E.F.41.729
FLUTICASONA-SALMETEROL,COMBIWAVE,25 mcg - 50 mcg SUSPENSION PARA INHALACION,E.F.40.747
FLUTICASONA-SALMETEROL,COMBIWAVE,25 mcg - 250 mcg SUSPENSION PARA INHALACION,E.F.40.746
FLUTICASONA-SALMETEROL,FLUTIXAIR,250 - 25 mcg/DOSIS SUSPENSION AEROSOL INHALACION BUCAL,E.F.40.028
FLUTICASONA-SALMETEROL,FLUTIXAIR,125 mg - 25 mcg/dosis SUSPENSION AEROSOL INHALACION BUCAL,E.F.40.027
FLUTICASONA-SALMETEROL,FLUTIXAIR,50 - 25 mcg/dosis SUSPENSIO AEROSOL INHALACION BUCAL,E.F.39.957
FLUTICASONA-SALMETEROL,SEROFLO,25 mcg - 250 mcg / DOSIS SUSPENSIÓN PARA INHALACIÓN ORAL,E.F.35.264
FLUTICASONA-SALMETEROL,SEROFLO,25 mcg - 125 mcg / DOSIS SUSPENSIÓN PARA INHALACIÓN ORAL,E.F.35.263
FLUTICASONA-SALMETEROL,SEROFLO,25 mcg - 50 mcg/DOSIS SUSPENSIÓN PARA INHALACIÓN ORAL,E.F.35.262
FLUTICASONA-SALMETEROL,SERETIDE,25 mcg - 125 mcg / DOSIS SUSPENSION PARA INHALACION ORAL,E.F.31.377
FLUTICASONA-SALMETEROL,SERETIDE,25 mcg - 50 mcg DOSIS SUSPENSION PARA INHALACION ORAL,E.F.31.374
FLUTICASONA-SALMETEROL,SERETIDE,50 mcg - 500 mcg DOSIS POLVO PARA INHALACION ORAL,E.F.31.233
FLUTICASONA-SALMETEROL,SERETIDE,50 mcg - 250 mcg DOSIS POLVO PARA INHALACION ORAL,E.F.31.226
FLUVOXAMINA,LUVOX,100 mg TABLETAS RECUBIERTAS,E.F.29.582
FOLINATO DE CALCIO,FOLINATO DE CALCIO,54 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.40.401
FOLINATO DE CALCIO,FOLINATO DE CALCIO,54 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.37.657
FOLINATO DE CALCIO,FOLINATO DE CALCIO,,E.F.G.33.587
FOLINATO DE CALCIO,RESCUVOLIN,15 mg TABLETAS,E.F.32.531
FONDAPARINUX SODICO,FONDARED,2.5 mg/0.5 mL SOLUCION INYECTABLE,E.F.40.726
FONDAPARINUX SODICO,ARIXTRA,2.5 mg/0.5 ml SOLUCION INYECTABLE SUBCUTANEA,E.F.32.645
FORMOTEROL,ESTAVENT,12 mcg POLVO PARA INHALACION EN CAPSULAS,E.F.38.777
FORMOTEROL,FLUIR,12 mcg POLVO PARA INHALACION,E.F.33.732
FORMOTEROL,FORMOTEC,12 mcg / DOSIS SUSPENSION PARA INHALACION ORAL,E.F.33.460
FORMOTEROL,FORADIL,12 mcg POLVO PARA INHALACION EN CAPSULAS,E.F.29.291
FOSAMPRENAVIR,TELZIR,50 mg/ml SUSPENSIÓN ORAL.,E.F.40.093
FOSAMPRENAVIR,TELZIR,700 mg TABLETAS RECUBIERTAS,E.F.35.557
FOSAPREPITANT,IVEMEND,150 mg POLVO LIOFILIZADO PARA INFUSIÓN INTRAVENOSA,E.F.40.707
FOSFATO DE POTASIO,FOSFATO DE POTASIO MONOBASICO,1 mEq/ml INYECTABLE,E.F.21.515
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,FOSFATO DE SODIO DIBASICO-FOSFATO DE SODIO MONOBASICO,3.5 g - 9.5 g /,E.F.G.41.255
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,FOSFATO DE SODIO DIBASICO-FOSFATO DE SODIO MONOBASICO,7 g - 19 g / 118 mL ENEMA,E.F.G.41.254
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,SOLUCION DE FOSFATOS,92.16 % USO ORAL SABOR A LIMON,E.F.G.31.602
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,RENELAV,7 g - 19 g / 118 mL ENEMA,E.F.41.253
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,RENELAV,3.5 g - 9.5 g / 59 ml ENEMA,E.F.41.252
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,COLONIL,2.4 g - 0.9 g /5 ml SOLUCION ORAL,E.F.38.919
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,CLISMALAX,16 %-6 % ENEMA RECTAL,E.F.38.524
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,FLEET FOSFOSODA,21.6 - 8.1 g/ 45 ml SOLUCION ORAL SABOR A GENGIBRE LIMON,E.F.30.001
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,FLEET,16 g - 6 g / 67.5 ml ENEMA,E.F.13.865
FOSFATO DE SODIO MONOBASICO-FOSFATO DE SODIO DIBASICO,FLEET ENEMA,,E.F.13.864
FOSFOMICINA TROMETAMOL,RIGRESAN,3 g GRANULADO,E.F.29.821
FULVESTRANT,FULVESTRANT,250 mg/5 mL SOLUCIÓN INYECTABLE,E.F.G.41.751
FULVESTRANT,FASLODEX,250 mg /5 ml SOLUCION INYECTABLE,E.F.34.012
FUMARATO FERROSO,MICROFERRUM,100 mg CAPSULAS CON MICROGRANULOS DE LIBERACION RETARDADA,E.F.34.430
FUMARATO FERROSO,FEROL,300 mg TABLETAS RECUBIERTAS,E.F.11.487
FUMARATO FERROSO-CIANOCOBALAMINA-ACIDO ASCORBICO,FERCOR COMPUESTO,CAPSULAS,E.F.18.281
FUMARATO FERROSO-ACIDO FOLICO-VITAMINA B12-SULFATO CUPRICO,COBALFER,TABLETAS,E.F.30.479
FUMARATO FERROSO-ACIDO FOLICO-VITAMINA B12-SULFATO DE COBRE,FOLIFER B,12 TABLETAS,E.F.21.985
FURAZOLIDONA,FUROXIL,100 mg TABLETAS,E.F.28.844
FURAZOLIDONA,FUROXIL,30 mg/1 ml SUSPENSION ORAL GOTAS,E.F.28.576
FURAZOLIDONA,FUROSIL,50 mg /5 mL SUSPENSION REFORMULADA,E.F.16.591
FUROSEMIDA,FUROSEMIDA,40 COMPRIMIDOS,E.F.G.38.264
FUROSEMIDA,FUROSEMIDA,10 mg/mL SOLUCIÓN INYECTABLE,E.F.G.38.026
FUROSEMIDA,FUROSEMIDA,20 mg /2 ml SOLUCION INYECTABLE,E.F.G.34.833
FUROSEMIDA,FUROSEMIDA,20 mg TABLETAS,E.F.G.33.438
FUROSEMIDA,FUROSEMIDA,40 mg TABLETAS,E.F.G.33.388
FUROSEMIDA,FUROSEMIDA,20 mg/2 ml SOLUCION INYECTABLE,E.F.G.32.365
FUROSEMIDA,FUROSEMIDA,20 mg SOLUCION INYECTABLE,E.F.G.29.936
FUROSEMIDA,FUROSEMIDA,40 mg COMPRIMIDOS,E.F.G.23.618
FUROSEMIDA,FUROLAX,40 mg TABLETAS,E.F.37.578
FUROSEMIDA,EDEMID,10 mg/ml SOLUCION INYECTABLE,E.F.30.096
FUROSEMIDA,INCLES,10 mg/ml SOLUCION INYECTABLE,E.F.27.813
FUROSEMIDA,FURDIUDEN,40 mg COMPRIMIDOS,E.F.25.506
FUROSEMIDA,LASIX,20 mg COMPRIMIDOS,E.F.23.146
FUROSEMIDA,LIFUROX,40 mg TABLETAS,E.F.21.300
FUROSEMIDA,INCLENS,40 mg TABLETAS,E.F.20.886
FUROSEMIDA,TEYSOL,20 mg / 2 mL SOLUCION INYECTABLE,E.F.17.479
FUROSEMIDA,SALCA,TABLETAS,E.F.14.568
FUROSEMIDA,LASIX,20 mg / 2 ml SOLUCION INYECTABLE,E.F.13.669
FUROSEMIDA,LASIX,40 mg COMPRIMIDOS,E.F.13.668
GABAPENTIN,GABAPANTINA,300 mg CÁPSULAS,E.F.G.37.992
GABAPENTIN,GABAPENTINA,400 mg CAPSULAS,E.F.G.37.521
GABAPENTIN,GABAPENTINA,300 mg CAPSULAS,E.F.G.37.496
GABAPENTIN,GABAPENTIN,300 mg CAPSULAS,E.F.G.36.818
GABAPENTIN,GABAPENTINA,600 mg COMPRIMIDOS RECUBIERTOS,E.F.G.36.625
GABAPENTIN,GABAPENTINA,400 mg CAPSULAS,E.F.G.34.982
GABAPENTIN,GABAPENTINA,300 mg CAPSULAS,E.F.G.34.981
GABAPENTIN,BIOPENTIN,800 mg TABLETAS RECUBIERTAS,E.F.38.747
GABAPENTIN,BIOPENTIN,600 mg TABLETAS RECUBIERTAS,E.F.38.746
GABAPENTIN,BIOPENTIN,400 mg TABLETAS RECUBIERTAS,E.F.38.745
GABAPENTIN,BIOPENTIN,300 mg TABLETAS RECUBIERTAS,E.F.38.744
GABAPENTIN,GABAMOX,600 mg COMPRIMIDOS RECUBIERTOS,E.F.38.238
GABAPENTIN,GABAMOX,300 mg (GABAPENTINA) CAPSULAS,E.F.38.237
GABAPENTIN,GABATON,300 mg CAPSULAS,E.F.38.080
GABAPENTIN,GABOTON,400 mg CAPSULAS,E.F.38.079
GABAPENTIN,EPIGAN,400 mg CÁPSULAS,E.F.37.837
GABAPENTIN,GABALEP,300 mg CÁPSULAS,E.F.37.596
GABAPENTIN,GABALEP,400 mg CÁPSULAS,E.F.37.595
GABAPENTIN,GABANTIN,400 mg CAPSULAS,E.F.36.315
GABAPENTIN,GABANTIN,300 mg CAPSULAS,E.F.36.314
GABAPENTIN,DONEURIN,400 mg CAPSULAS,E.F.36.094
GABAPENTIN,GABICTAL,800 mg COMPRIMIDOS RECUBIERTOS,E.F.35.726
GABAPENTIN,GABICTAL,600 mg COMPRIMIDOS RECUBIERTOS,E.F.35.725
GABAPENTIN,GABICTAL,400 mg COMPRIMIDOS RECUBIERTOS,E.F.35.724
GABAPENTIN,GABICTAL,300 mg COMPRIMIDOS RECUBIERTOS,E.F.35.723
GABAPENTIN,DONEURIN,300 mg CAPSULAS,E.F.34.586
GABAPENTIN,NEURONTIN,600 mg TABLETAS RECUBIERTAS,E.F.31.461
GABAPENTIN,NEURONTIN,800 mg TABLETAS RECUBIERTAS,E.F.31.460
GABAPENTIN,NEURONTIN,400 mg CAPSULAS,E.F.28.417
GABAPENTIN,NEURONTIN,300 mg CAPSULAS,E.F.28.416
GADOBUTROL,GADOVIST,604.72 mg /ml SOLUCION INYECTABLE INTRAVENOSA,E.F.38.910
GALANTAMINA BROMHIDRATO,NUMENCIAL,4 mg COMPRIMIDOS RECUBIERTOS,E.F.36.518
GALANTAMINA BROMHIDRATO,PRONEURAX,16 mg CÁPSULAS CON MICROGRÁNULOS DE LIBERACIÓN PROLONGADA,E.F.35.177
GALANTAMINA BROMHIDRATO,PRONEURAX,8 mg CAPSULAS CON MICROGRÁNULOS DE LIBERACIÓN PROLONGADA,E.F.35.176
GALODINIO,MAGNEVISTAN,SOLUCION INYECTABLE,E.F.27.141
GANCICLOVIR,CYMEVENE,500 mg POLVO LIOFILIZADO PARA INFUSION I.V.,E.F.32.048
GANIRELIX,ORGALUTRAN,0.25 mg/0.5 ml SOLUCION INYECTABLE SUBCUTANEA,E.F.32.162
GATIFLOXACINA,ZYMAXID,0.5 % SOLUCION OFTALMICA,E.F.41.044
GATIFLOXACINA,ZOPIROL,3 mg SOLUCIÓN OFTÁLMICA ESTÉRIL,E.F.40.031
GATIFLOXACINA,POENGATIF,0.3 % SOLUCION OFTALMICA,E.F.36.468
GATIFLOXACINA,ZYMARAN,0.3 % SOLUCION OFTALMICA,E.F.35.628
GEFITINIB,IRESSA,250 mg COMPRIMIDOS RECUBIERTOS,E.F.33.840
GEMCITABINA,GEMCITABINA,1 g POLVO LIOFILIZADO INYECTABLE PARA INFUSION INTRAVENOSA,E.F.G.41.085
GEMCITABINA,GEMCITABINA,200 mg POLVO LIOFILIZADO PARA SOLUCIÓN PARA INFUSIÓN I.V.,E.F.G.40.406
GEMCITABINA,GEMCITABINA,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.G.39.756
GEMCITABINA,GEMCITABINA,1 g POLVO LIOFILIZADO PARA SOLUCION INYECTABLE IV,E.F.G.39.353
GEMCITABINA,GEMCITABINA,200 mg POLVO LIOFILIZADOPARA SOLUCION INYECTABLE PARA INFUSION,E.F.G.38.348
GEMCITABINA,GEMCITABINA,1.000 mg POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION IV,E.F.G.38.347
GEMCITABINA,GEMCITABINA,1 g PLOVO LIOFILIZADO PARA SOLUCION INYWECTABLE,E.F.G.38.129
GEMCITABINA,GEMCITABINA,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.G.38.118
GEMCITABINA,GENCARE,1 g POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION,E.F.41.455
GEMCITABINA,GENCARE,200 mg POLVO LOFILIZADO PARA SOLUCIÓN PARA INFUSIÓN,E.F.41.287
GEMCITABINA,FOTINEX,1 g POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.936
GEMCITABINA,CITABOL,1000 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,E.F.40.557
GEMCITABINA,FOTINEX,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.40.317
GEMCITABINA,GEMCITABINA,10 mg/ml SOLUCIÓN CONC PARA INFUSION,E.F.39.838
GEMCITABINA,GESTREDOS,1.000 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.39.314
GEMCITABINA,GESTREDOS,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.39.308
GEMCITABINA,ANTORIL,1.000 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.39.277
GEMCITABINA,ANTORIL,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.39.276
GEMCITABINA,CITABAR,1 g POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.38.834
GEMCITABINA,GEMOFAS,1000 mg POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,E.F.38.390
GEMCITABINA,GEMOFAS,200 mg POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,E.F.38.389
GEMCITABINA,EMTAZ,1 g POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE PARA INFUSIÓN IV,E.F.37.803
GEMCITABINA,EMTAZ,200 mg POLVO LIOFILIZADO PARA INFUSIÓN INTRAVENOSA,E.F.37.802
GEMCITABINA,GETZ,1 g POLVO LIOFILIZADO PARA SOLUCION INYECTABLE INFUSION INTRAVENOSA,E.F.36.593
GEMCITABINA,GETZ,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE INFUSION INTRAVENOSA,E.F.36.592
GEMCITABINA,ONCOGEM,200 mg POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INTRAVENOSA,E.F.35.531
GEMCITABINA,GEMCITAC,200 mg POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,E.F.34.120
GEMCITABINA,GEMCITAC,1 g POLVO LIOFILIZADO PARA INFUSION INTRAVENOSA,E.F.34.119
GEMCITABINA,GEMZAR,1 g POLVO LIOFILIZADO PARA INYECTABLE,E.F.29.265
GEMCITABINA,GEMZAR,200 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,E.F.29.264
GEMFIBROZIL,GEMFIBROZILO,900 mg TABLETAS RECUBIERTAS,E.F.G.37.991
GEMFIBROZIL,GEMFIBROZIL,600 mg TABLETAS RECUBIERTAS,E.F.G.32.946
GEMFIBROZIL,GEMFIBROZIL,600 mg COMPRIMIDOS,E.F.G.26.557
GEMFIBROZIL,LIPONTAL,900 mg TABLETAS,E.F.28.540
GEMFIBROZIL,LOPID,900 mg TABLETAS RECUBIERTAS,E.F.27.336
GEMFIBROZIL,LOPID,600 mg TABLETAS RECUBIERTAS,E.F.24.300
GEMFIBROZIL,LOPID,300 mg CAPSULAS,E.F.24.044
GENTAMICINA,GENTAMICINA,80 mg /2 mL SOLUCION INYECTABLE,E.F.G.41.199
GENTAMICINA,GENTAMICINA,160 mg / 2 mL SOLUCION INYECTABLE,E.F.G.41.198
GENTAMICINA,GENTAMICINA,0.3 % SOLUCION OFTALMICA,E.F.G.40.154
GENTAMICINA,GENTAMICINA,80 mg /2 ml SOLUCION INYECTABLE,E.F.G.39.710
GENTAMICINA,GENTAMICINA,10 mg / mL SOLUCION INYECTABLE,E.F.G.37.659
GENTAMICINA,GENTAMICINA,80 mg / 2 ml SOLUCION INYECTABLE,E.F.G.37.084
GENTAMICINA,GENTAMICINA,80 mg/2 ml SOLUCION INYECTABLE,E.F.G.36.495
GENTAMICINA,GENTAMICINA,160 mg/2 ml SOLUCION INYECTABLE,E.F.G.36.306
GENTAMICINA,GENTAMICINA,80 mg / 2 ml SOLUCION INYECTABLE,E.F.G.34.711
GENTAMICINA,GENTAMICINA,0.3 % SOLUCIÓN OFTALMICA,E.F.G.34.638
GENTAMICINA,GENTAMICINA,0.1 % CREMA,E.F.G.34.198
GENTAMICINA,GENTAMICINA,160 mg / 2 ml SOLUCION INYECTABLE,E.F.G.33.828
GENTAMICINA,GENTAMICINA,20 mg/ 2 ml SOLUCION INYECTABLE,E.F.G.33.681
GENTAMICINA,GENTAMICINA,80 mg/2 ml SOLUCION INYECTABLE,E.F.G.29.989
GENTAMICINA,GENTAMICINA,0.1 % CREMA TOPICA,E.F.G.29.715
GENTAMICINA,GENTAMICINA,80 mg/2 ml SOLUCION INYECTABLE,E.F.G.29.055
GENTAMICINA,GENTAMICINA,0.3 % SOLUCION OFTALMICA,E.F.G.28.658
GENTAMICINA,GENTAMICINA,40 mg /mL SOLUCION INYECTABLE,E.F.G.26.948
GENTAMICINA,GENTAMICINA,80 mg / mL INYECTABLE,E.F.G.26.811
GENTAMICINA,GENTAMICINA SULFATO,3 mg / mL SOLUCION OFTALMICA,E.F.G.26.131
GENTAMICINA,GENTAMICINA,10 mg/ mL SOLUCION INYECTABLE,E.F.G.23.658
GENTAMICINA,GENTAMICINA,80 mg/mL SOLUCIÓN INYECTABLE,E.F.G.22.941
GENTAMICINA,GENTAMICINA,80 mg / 2 mL SOLUCION INYECTABLE,E.F.G.21.247
GENTAMICINA,GENTAMICINA,20 mg/ 2 ml SOLUCION INYECTABLE,E.F.G.20.295
GENTAMICINA,GENTAMISOL,0.3 % SOLUCION OFTALMICA,E.F.40.068
GENTAMICINA,OFTAGEN,0.3 % SOLUCION OFTALMICA,E.F.39.493
GENTAMICINA,GENTA,80 mg / 2 ml SOLUCIÓN INYECTABLE,E.F.35.721
GENTAMICINA,GENTAMILAN,80 mg SOLUCION INYECTABLE,E.F.25.663
GENTAMICINA,SOLGENTA,0.3 % SOLUCION OFTALMICA,E.F.23.636
GENTAMICINA,GENTALYN,160 mg /2 ml SOLUCION INYECTABLE DE GRANDES VOLUMENES,E.F.20.829
GENTAMICINA,GENTAMICINA,40 mg / ml SOLUCION INYECTABLE,E.F.20.734
GENTAMICINA,CATOGEN,0.1 % CREMA,E.F.19.660
GENTAMICINA,GENTALYN,80 mg / 2 ml SOLUCION INYECTABLE,E.F.18.043
GENTAMICINA,GENTALYN,UNGUENTO OFTALMICO,E.F.17.768
GENTAMICINA,GENTALYN,0.1 % CREMA TÓPICA,E.F.14.709
GENTAMICINA-DEXAMETASONA,GENTIDEXA,3 mg - 1 mg/ mL SOLUCION OFTALMICA,E.F.38.388
GENTAMICINA SULFATO,GENTALYN,0.3 % SOLUCION OFTALMICA,E.F.17.769
GESTODENO-ETINILESTRADIOL,MINESSE,60 mcg - 15 mcg TABLETAS RECUBIERTAS,E.F.32.434
GIADIODAMINA,OMNISCAN,287 mg/ ml SOLUCION INYECTABLE,E.F.29.613
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.39.300
GLIBENCLAMIDA,GLIBENCLAMIDA,5 mg TABLETAS,E.F.G.37.636
